Claim_ID;Policy_ID;Accident_Date;Report_Date;Payment_Date;Indemnity
4651;70123;2013-04-29;2013-05-06;2013-05-16;118
4652;18375;2014-09-07;2014-09-19;2015-08-19;96
4653;17151;2017-01-12;2017-01-17;2017-02-06;118
4654;30830;2016-10-29;2016-11-07;2017-04-16;77
4655;50408;2016-01-07;2016-02-21;2016-03-12;118
4656;15152;2015-01-24;2015-03-12;2015-04-11;126
4657;30410;2017-04-28;2017-05-16;2017-06-25;96
4658;56519;2013-03-06;2013-03-09;2015-07-23;85
4659;92746;2016-02-17;2016-02-22;2016-03-13;107
4660;34747;2013-12-31;2014-01-11;2015-03-19;99
4661;68704;2013-08-13;2013-09-01;2013-10-01;118
4662;75727;2017-03-13;2017-03-25;2017-04-24;107
4663;66685;2013-05-13;2013-05-30;2014-08-21;104
4664;27117;2017-07-28;2017-08-10;2017-09-09;120
4665;52934;2017-09-27;2017-11-06;2018-12-27;89
4666;70368;2017-02-02;2017-02-12;2017-02-22;85
4667;52570;2016-06-10;2016-06-24;2016-07-24;97
4668;16577;2015-09-07;2015-09-10;2015-10-20;112
4669;12195;2014-01-05;2014-01-09;2015-11-27;90
4670;51581;2016-01-11;2016-01-21;2016-02-20;105
4671;63290;2015-11-29;2015-12-03;2016-01-12;95
4672;36465;2016-11-15;2016-12-21;2017-01-10;97
4673;21013;2013-11-27;2013-12-03;2014-04-25;103
4674;32391;2016-09-06;2016-09-21;2016-10-07;120
4675;77280;2013-11-23;2013-12-05;2013-12-15;107
4676;19024;2014-07-29;2014-08-09;2014-09-08;96
4677;15435;2018-04-08;2018-04-22;2018-07-03;84
4678;74342;2017-04-26;2017-05-15;2017-06-14;103
4679;14371;2013-02-18;2013-03-08;2013-04-17;119
4680;77979;2018-05-08;2018-05-11;2018-05-31;93
4681;57505;2015-12-12;2015-12-15;2017-01-13;92
4682;11484;2017-03-22;2017-04-06;2017-06-16;91
4683;54638;2017-04-29;2017-05-03;2017-06-02;90
4684;47009;2014-12-23;2014-12-28;2015-01-07;71
4685;68708;2017-08-28;2017-09-13;2018-12-07;87
4686;59220;2013-04-11;2013-05-27;2013-06-26;147
4687;73801;2018-05-17;2018-06-23;2018-11-09;102
4688;81885;2017-12-20;2018-01-03;2018-04-05;118
4689;99771;2014-03-07;2014-03-24;2014-05-03;109
4690;20494;2017-05-20;2017-06-05;2018-10-23;82
4691;19947;2014-04-18;2014-05-06;2014-06-15;107
4692;47181;2017-03-28;2017-04-16;2017-05-06;104
4693;95705;2014-09-14;2014-09-20;2014-10-20;116
4694;43938;2018-09-16;2018-09-24;2018-10-10;92
4695;15999;2017-10-21;2017-11-03;2017-12-03;111
4696;14148;2013-09-07;2013-09-20;2016-10-01;72
4697;55224;2013-03-02;2013-03-10;2013-03-20;128
4698;51479;2018-08-05;2018-08-14;2018-10-02;102
4699;61403;2018-08-29;2018-09-14;2018-09-24;106
4700;67287;2015-08-02;2015-08-17;2015-08-27;145
4701;84529;2017-11-02;2017-11-14;2018-06-06;71
4702;73201;2016-09-20;2016-09-30;2016-10-10;94
4703;89538;2014-11-26;2014-12-11;2014-12-31;112
4704;22536;2013-01-28;2013-02-11;2013-03-13;123
4705;69449;2016-07-11;2016-07-26;2017-03-24;90
4706;86936;2014-08-16;2014-09-01;2017-11-10;55
4707;51964;2015-04-08;2015-04-27;2017-11-10;93
4708;96201;2013-10-13;2013-10-16;2015-05-27;98
4709;58008;2017-04-05;2017-04-09;2017-06-04;101
4710;61709;2017-02-18;2017-02-24;2017-03-26;113
4711;35345;2016-02-21;2016-04-04;2016-04-24;122
4712;80335;2018-07-06;2018-08-22;2018-09-01;130
4713;33386;2017-02-19;2017-04-03;2017-04-23;117
4714;15150;2013-06-18;2013-06-27;2013-07-17;122
4715;89109;2015-01-22;2015-01-25;2015-03-06;100
4716;11709;2016-05-10;2016-06-21;2016-07-21;76
4717;83785;2014-03-07;2014-03-21;2014-04-05;106
4718;28653;2013-01-02;2013-01-13;2014-04-01;104
4719;50596;2014-06-25;2014-07-02;2014-08-01;122
4720;31963;2013-02-22;2013-03-04;2013-04-13;107
4721;71425;2015-06-20;2015-06-30;2016-12-23;94
4722;63586;2016-08-01;2016-08-12;2016-09-01;94
4723;74002;2017-04-08;2017-05-14;2018-08-07;92
4724;46993;2015-04-27;2015-05-01;2015-05-31;138
4725;35517;2015-02-07;2015-03-17;2015-10-29;110
4726;35966;2018-04-24;2018-05-11;2018-05-21;101
4727;34613;2015-09-24;2015-11-08;2015-11-18;101
4728;81515;2015-03-14;2015-03-24;2015-04-03;109
4729;56068;2014-03-23;2014-05-01;2018-03-19;79
4730;86348;2013-02-28;2013-03-09;2017-02-15;70
4731;32291;2016-06-24;2016-08-02;2016-10-12;121
4732;80001;2013-05-23;2013-06-06;2013-07-06;118
4733;98925;2015-07-24;2015-08-04;2015-09-13;89
4734;74008;2014-07-07;2014-07-23;2014-08-12;131
4735;72589;2016-10-30;2016-11-19;2016-11-29;103
4736;27616;2015-01-01;2015-01-10;2017-06-22;86
4737;16002;2013-01-09;2013-01-14;2015-01-07;103
4738;15467;2017-03-19;2017-04-26;2017-05-06;126
4739;87356;2018-09-20;2018-10-20;2018-11-09;73
4740;52499;2015-09-12;2015-09-18;2016-03-18;85
4741;82288;2015-01-29;2015-03-10;2017-01-21;94
4742;94841;2015-03-05;2015-03-17;2015-11-12;96
4743;77360;2018-05-08;2018-05-22;2018-06-11;100
4744;54915;2017-11-16;2017-12-28;2018-10-03;81
4745;11165;2014-03-22;2014-05-08;2014-06-17;141
4746;21478;2016-04-14;2016-05-28;2016-10-03;141
4747;11443;2014-09-07;2014-09-24;2014-10-24;128
4748;99647;2013-12-09;2013-12-13;2017-08-01;63
4749;29653;2018-06-25;2018-06-30;2018-07-30;101
4750;76618;2017-07-13;2017-08-29;2017-09-08;110
4751;90993;2016-01-03;2016-01-29;2016-02-28;122
4752;61055;2014-11-08;2014-12-20;2014-12-30;123
4753;69535;2018-02-14;2018-03-25;2018-12-27;99
4754;70371;2018-09-27;2018-10-15;2018-11-04;72
4755;55619;2017-12-27;2018-01-12;2018-02-11;75
4756;74962;2017-10-03;2017-10-17;2017-11-16;74
4757;35740;2016-03-21;2016-04-09;2016-04-19;103
4758;66471;2018-08-13;2018-08-18;2018-09-17;75
4759;48747;2018-01-06;2018-02-14;2018-06-11;127
4760;99793;2017-07-26;2017-09-09;2017-09-29;99
4761;39988;2014-12-04;2014-12-19;2015-01-28;131
4762;95644;2018-08-04;2018-08-20;2018-09-19;90
4763;58549;2016-06-16;2016-06-30;2016-07-10;146
4764;74189;2016-03-10;2016-03-28;2018-02-17;64
4765;26324;2013-04-06;2013-04-09;2018-05-09;57
4766;19006;2017-03-31;2017-04-08;2018-06-17;95
4767;64076;2013-09-25;2013-10-07;2013-10-17;113
4768;57096;2018-03-07;2018-03-13;2018-05-31;109
4769;31220;2016-05-11;2016-05-25;2016-06-14;121
4770;39042;2015-12-24;2016-01-29;2016-06-21;98
4771;65535;2015-01-25;2015-03-03;2017-09-02;82
4772;92146;2015-08-31;2015-09-14;2015-09-24;124
4773;77402;2018-03-02;2018-03-14;2018-04-23;104
4774;19790;2017-01-26;2017-02-07;2017-02-17;99
4775;64142;2016-09-15;2016-10-22;2018-07-02;90
4776;91853;2014-05-01;2014-05-21;2014-05-31;138
4777;38193;2017-03-13;2017-04-01;2017-04-11;117
4778;29093;2013-08-28;2013-08-31;2013-09-10;159
4779;77527;2016-01-12;2016-02-18;2016-10-06;117
4780;95758;2016-02-23;2016-03-09;2016-03-09;103
4781;62625;2014-02-28;2014-03-18;2015-05-25;82
4782;16738;2017-10-17;2017-10-29;2018-01-25;105
4783;30611;2016-10-06;2016-11-10;2016-12-20;102
4784;18987;2017-06-30;2017-07-13;2017-08-22;110
4785;42969;2013-06-23;2013-07-05;2013-07-25;131
4786;55942;2016-09-08;2016-09-11;2018-08-28;88
4787;69997;2014-01-26;2014-01-30;2018-08-30;65
4788;82571;2018-08-26;2018-09-06;2018-10-06;105
4789;37005;2017-04-19;2017-05-07;2017-06-16;82
4790;83886;2017-12-06;2017-12-20;2018-01-29;93
4791;95140;2016-11-17;2016-11-24;2016-12-04;108
4792;98362;2013-10-23;2013-11-05;2015-04-05;93
4793;99630;2014-08-31;2014-09-14;2014-10-14;108
4794;46951;2014-07-06;2014-07-16;2014-07-26;127
4795;78643;2018-04-01;2018-04-13;2018-05-05;98
4796;31703;2016-03-15;2016-04-28;2016-05-18;96
4797;88584;2017-01-06;2017-01-14;2017-02-13;120
4798;68504;2013-05-06;2013-05-10;2013-05-20;115
4799;45667;2018-01-06;2018-01-21;2018-02-10;114
4800;71567;2018-02-14;2018-02-21;2018-03-03;116
4801;64491;2013-02-23;2013-03-05;2018-09-20;49
4802;58082;2014-03-19;2014-05-05;2014-06-14;99
4803;50838;2015-05-17;2015-05-31;2015-06-30;114
4804;72720;2017-06-16;2017-06-26;2017-07-06;107
4805;16158;2014-01-16;2014-02-24;2015-12-10;107
4806;31701;2014-01-16;2014-01-23;2015-03-20;116
4807;22858;2015-04-22;2015-05-06;2015-06-05;123
4808;88005;2018-03-09;2018-03-19;2018-05-16;75
4809;19274;2016-10-09;2016-10-18;2016-11-07;100
4810;87539;2017-08-09;2017-08-14;2017-09-20;93
4811;56684;2014-03-01;2014-04-12;2014-05-22;112
4812;78905;2016-07-29;2016-08-14;2017-02-19;90
4813;49322;2016-05-14;2016-06-20;2017-12-27;89
4814;41587;2018-04-24;2018-04-30;2018-05-20;58
4815;71586;2014-08-16;2014-08-24;2015-07-05;73
4816;92057;2016-06-16;2016-06-28;2016-07-28;112
4817;97633;2015-06-14;2015-07-30;2015-09-08;98
4818;10241;2016-11-02;2016-12-19;2017-01-18;102
4819;57122;2018-09-12;2018-09-19;2018-09-29;104
4820;13633;2014-03-04;2014-04-10;2017-07-20;81
4821;95850;2016-07-24;2016-09-09;2016-10-09;124
4822;67468;2017-09-17;2017-11-03;2017-11-13;111
4823;21039;2018-03-24;2018-05-02;2018-05-17;105
4824;44929;2018-06-16;2018-07-01;2018-08-10;95
4825;12381;2014-12-26;2015-02-10;2015-03-22;75
4826;27793;2015-08-07;2015-08-25;2015-10-04;132
4827;44504;2018-01-23;2018-01-27;2018-02-16;81
4828;31411;2015-06-14;2015-06-24;2016-10-08;64
4829;21465;2013-08-25;2013-09-07;2013-09-27;134
4830;66293;2013-02-08;2013-02-14;2017-11-27;74
4831;49332;2013-07-27;2013-09-10;2013-09-30;135
4832;40907;2016-01-29;2016-02-15;2016-03-06;85
4833;23164;2015-11-12;2015-11-18;2015-11-28;110
4834;74028;2013-09-17;2013-10-06;2014-09-08;99
4835;66063;2018-02-22;2018-03-01;2018-06-30;99
4836;30918;2013-02-06;2013-02-25;2013-03-07;123
4837;77779;2016-03-01;2016-03-13;2016-04-02;128
4838;58095;2015-09-08;2015-09-28;2017-06-27;69
4839;52453;2015-07-08;2015-07-15;2015-08-24;125
4840;61723;2015-04-29;2015-05-03;2015-06-02;110
4841;38454;2015-11-23;2015-12-11;2018-02-10;90
4842;79091;2017-01-02;2017-01-14;2017-02-03;101
4843;82658;2016-05-10;2016-05-25;2016-07-04;85
4844;97460;2013-08-25;2013-09-07;2013-10-17;117
4845;77128;2018-02-24;2018-02-28;2018-06-16;99
4846;85660;2013-08-03;2013-09-12;2016-09-23;81
4847;36098;2017-03-22;2017-05-05;2017-06-14;120
4848;91519;2017-03-11;2017-03-28;2018-06-02;91
4849;69739;2018-09-23;2018-11-06;2018-11-16;63
4850;24413;2015-09-04;2015-09-09;2015-10-19;92
4851;37857;2014-02-22;2014-04-04;2016-07-13;85
4852;29307;2013-01-13;2013-01-27;2013-02-06;124
4853;24146;2017-09-06;2017-09-16;2018-10-06;96
4854;37328;2014-09-26;2014-09-30;2014-10-10;111
4855;81665;2017-02-02;2017-02-08;2017-02-18;77
4856;50656;2018-06-05;2018-06-17;2018-11-28;111
4857;35496;2013-01-08;2013-02-22;2013-03-24;130
4858;19774;2018-07-17;2018-07-24;2018-08-13;80
4859;42710;2013-08-18;2013-09-24;2013-11-03;149
4860;25551;2013-04-23;2013-05-01;2013-05-31;110
4861;63811;2017-05-29;2017-06-11;2018-11-16;93
4862;81062;2017-08-20;2017-09-05;2018-11-25;101
4863;40051;2014-12-29;2015-01-02;2015-02-01;122
4864;28725;2014-08-07;2014-09-13;2018-09-12;79
4865;19858;2015-01-08;2015-02-15;2015-02-25;124
4866;97598;2017-02-26;2017-04-13;2017-05-13;93
4867;47313;2014-12-19;2015-01-31;2017-02-28;78
4868;19314;2014-12-10;2014-12-24;2016-07-16;85
4869;40091;2015-02-28;2015-03-08;2015-04-17;110
4870;50034;2014-03-14;2014-03-22;2014-05-01;138
4871;20557;2018-01-06;2018-01-22;2018-03-16;83
4872;82062;2016-10-13;2016-11-28;2017-01-07;104
4873;13327;2014-10-05;2014-10-15;2014-10-25;98
4874;84952;2015-02-11;2015-02-24;2015-03-26;100
4875;39015;2013-06-03;2013-07-19;2013-08-28;129
4876;80799;2017-11-14;2017-11-26;2017-12-26;88
4877;83126;2017-10-14;2017-11-28;2018-07-28;89
4878;74400;2015-03-07;2015-03-12;2015-04-11;111
4879;48854;2018-04-03;2018-04-17;2018-05-07;83
4880;61815;2018-01-04;2018-01-08;2018-11-06;96
4881;50319;2018-08-24;2018-10-03;2018-10-13;85
4882;68800;2017-06-05;2017-06-21;2017-07-01;90
4883;54157;2014-12-09;2014-12-14;2017-08-10;75
4884;33471;2017-04-03;2017-05-20;2017-06-29;86
4885;90149;2015-02-25;2015-03-11;2015-04-20;110
4886;25247;2014-12-02;2014-12-10;2015-01-09;104
4887;55879;2018-09-25;2018-11-03;2018-12-25;82
4888;12266;2015-02-07;2015-02-24;2015-04-05;122
4889;27088;2015-02-19;2015-02-27;2015-03-19;86
4890;67033;2018-08-15;2018-08-19;2018-08-29;116
4891;46980;2016-08-12;2016-08-16;2016-08-26;108
4892;30657;2013-03-25;2013-05-01;2015-10-22;69
4893;61050;2014-10-03;2014-10-21;2014-10-31;102
4894;61982;2013-02-15;2013-03-05;2015-11-26;95
4895;17782;2018-04-17;2018-05-02;2018-05-20;77
4896;55524;2014-01-25;2014-02-01;2017-09-10;85
4897;49116;2016-02-05;2016-02-19;2016-02-29;102
4898;73996;2017-02-27;2017-04-05;2017-12-19;110
4899;70628;2013-07-14;2013-08-25;2017-07-25;69
4900;11740;2016-10-17;2016-10-22;2016-11-21;93
4901;71559;2015-02-19;2015-03-31;2016-06-03;117
4902;19508;2018-02-21;2018-02-25;2018-03-07;97
4903;74703;2015-08-06;2015-08-19;2015-08-29;82
4904;93845;2015-07-02;2015-07-13;2016-10-23;115
4905;27836;2018-04-12;2018-04-28;2018-06-07;102
4906;46633;2018-07-31;2018-09-08;2018-09-28;86
4907;21939;2015-02-25;2015-03-14;2015-03-24;110
4908;80504;2017-10-18;2017-11-07;2017-12-07;86
4909;32911;2013-09-05;2013-09-24;2013-11-03;137
4910;39155;2018-07-23;2018-09-03;2018-09-23;87
4911;77042;2013-10-03;2013-10-18;2013-10-28;92
4912;11014;2017-02-22;2017-02-27;2018-06-03;91
4913;73754;2013-07-25;2013-07-30;2013-08-19;90
4914;35889;2014-11-20;2014-12-04;2014-12-14;129
4915;96211;2014-02-01;2014-02-16;2018-04-13;57
4916;70623;2013-05-01;2013-05-20;2013-06-09;101
4917;24053;2015-06-02;2015-06-18;2015-06-28;104
4918;47706;2018-03-27;2018-05-05;2018-05-27;87
4919;68217;2016-04-17;2016-05-03;2017-09-07;79
4920;93051;2014-05-03;2014-05-13;2014-06-22;100
4921;66103;2017-07-03;2017-07-15;2017-09-06;106
4922;27172;2018-03-06;2018-03-19;2018-09-24;111
4923;52459;2015-12-08;2015-12-14;2016-01-30;92
4924;18143;2015-12-06;2015-12-13;2016-04-12;116
4925;95973;2015-07-18;2015-07-28;2015-09-06;110
4926;50899;2014-12-31;2015-01-15;2017-03-04;77
4927;58948;2016-09-24;2016-10-08;2017-06-02;52
4928;64084;2013-01-01;2013-02-09;2014-09-30;88
4929;67839;2014-05-27;2014-06-05;2014-06-15;102
4930;33917;2017-01-11;2017-01-18;2017-02-07;109
4931;84123;2016-02-15;2016-03-23;2017-10-27;117
4932;24002;2017-12-07;2017-12-11;2017-12-21;90
4933;49050;2013-02-07;2013-03-25;2013-04-04;126
4934;92134;2014-11-16;2014-11-19;2014-12-09;129
4935;82216;2013-11-01;2013-11-19;2013-12-29;119
4936;95884;2016-11-05;2016-11-22;2016-12-12;85
4937;58264;2013-07-15;2013-07-19;2014-08-07;87
4938;43687;2014-04-08;2014-04-14;2014-04-24;104
4939;21232;2014-12-25;2015-01-05;2015-01-25;93
4940;40114;2016-08-21;2016-08-24;2016-10-03;97
4941;24225;2017-04-06;2017-04-17;2017-05-07;114
4942;53410;2015-03-10;2015-03-15;2015-04-14;106
4943;12876;2015-09-17;2015-10-27;2018-01-28;71
4944;20841;2013-12-25;2014-02-08;2014-02-18;100
4945;86305;2017-04-30;2017-06-14;2017-06-24;119
4946;28933;2016-12-07;2016-12-17;2016-12-27;117
4947;74887;2017-12-10;2017-12-13;2018-04-30;77
4948;16014;2018-01-14;2018-02-18;2018-02-28;103
4949;61753;2013-09-22;2013-10-02;2014-04-08;100
4950;16426;2018-08-31;2018-09-04;2018-11-17;113
4951;30765;2014-01-25;2014-02-05;2015-05-06;100
4952;17895;2015-03-17;2015-05-03;2015-06-12;111
4953;55434;2018-08-13;2018-08-24;2018-09-03;85
4954;24006;2018-10-02;2018-10-09;2018-12-18;59
4955;18702;2013-07-14;2013-07-30;2013-08-09;108
4956;68777;2013-06-19;2013-07-30;2013-09-08;105
4957;60284;2015-09-15;2015-10-05;2015-11-04;93
4958;68673;2013-10-13;2013-10-19;2016-09-07;74
4959;67989;2015-12-23;2016-01-11;2016-02-20;74
4960;70936;2017-05-09;2017-05-28;2017-06-07;116
4961;20218;2016-08-04;2016-08-20;2018-04-19;77
4962;88211;2017-03-16;2017-03-25;2018-02-26;105
4963;14025;2014-01-20;2014-01-30;2017-10-05;80
4964;41397;2018-08-07;2018-08-19;2018-09-18;126
4965;10354;2013-08-28;2013-09-04;2013-10-14;136
4966;67556;2018-04-01;2018-04-05;2018-05-05;75
4967;31714;2016-08-08;2016-09-17;2018-10-01;70
4968;55024;2013-04-21;2013-05-01;2013-05-11;136
4969;98636;2017-02-06;2017-02-11;2017-04-30;131
4970;39379;2017-11-02;2017-11-21;2018-11-01;65
4971;60954;2014-04-04;2014-04-07;2018-07-14;66
4972;16601;2016-04-07;2016-04-16;2018-04-05;103
4973;18639;2017-07-31;2017-08-10;2017-08-30;96
4974;13161;2013-06-20;2013-07-02;2013-08-11;109
4975;36296;2014-01-19;2014-02-04;2017-03-18;67
4976;37611;2013-04-26;2013-05-30;2013-06-09;100
4977;95730;2013-10-04;2013-10-23;2016-02-23;86
4978;72765;2018-05-03;2018-05-22;2018-07-05;86
4979;34535;2018-07-22;2018-08-06;2018-10-12;96
4980;87903;2017-02-15;2017-03-01;2017-03-11;100
4981;41595;2013-04-08;2013-04-25;2013-06-04;133
4982;20225;2017-11-11;2017-11-28;2017-12-08;96
4983;86176;2013-07-06;2013-07-13;2015-02-17;88
4984;48603;2014-09-16;2014-09-27;2014-11-06;122
4985;14581;2017-11-20;2017-12-03;2018-05-29;99
4986;31947;2017-11-24;2017-12-07;2018-01-06;76
4987;16562;2017-01-20;2017-03-01;2017-03-11;88
4988;23389;2014-02-22;2014-03-31;2018-12-30;65
4989;41777;2014-07-02;2014-08-13;2014-08-23;121
4990;29045;2016-08-06;2016-08-15;2017-07-06;91
4991;42667;2014-11-07;2014-11-12;2014-11-22;121
4992;16184;2014-05-07;2014-05-18;2017-06-01;63
4993;72036;2013-06-28;2013-08-13;2013-09-02;136
4994;49726;2015-07-29;2015-08-09;2015-09-18;98
4995;56776;2018-08-04;2018-08-24;2018-09-13;107
4996;87233;2015-01-11;2015-01-26;2015-02-05;112
4997;96467;2013-10-17;2013-10-23;2013-11-02;110
4998;80176;2015-06-29;2015-07-10;2018-04-29;79
4999;35534;2014-01-05;2014-01-10;2018-05-20;66
5000;85766;2014-02-08;2014-02-21;2014-03-13;99
5001;84191;2013-10-08;2013-10-21;2013-11-30;131
5002;49542;2017-11-10;2017-11-27;2018-12-16;59
5003;86491;2013-11-27;2013-12-10;2016-06-18;80
5004;28951;2015-12-03;2015-12-06;2016-01-05;102
5005;52082;2017-12-17;2017-12-30;2018-01-29;78
5006;25764;2014-05-03;2014-06-09;2015-08-21;112
5007;37802;2014-05-27;2014-06-08;2015-11-26;122
5008;18371;2015-02-14;2015-02-27;2015-10-06;102
5009;39996;2016-11-16;2016-12-01;2018-08-06;66
5010;32758;2018-08-17;2018-08-29;2018-09-18;103
5011;74441;2017-05-15;2017-05-18;2018-09-27;75
5012;51150;2018-07-18;2018-07-22;2018-08-01;78
5013;26950;2018-09-12;2018-09-26;2018-10-16;83
5014;95939;2015-03-20;2015-05-03;2015-06-12;137
5015;40832;2015-03-13;2015-03-26;2016-01-01;80
5016;77742;2016-07-25;2016-09-07;2016-10-17;102
5017;39211;2013-11-13;2013-11-29;2013-12-29;113
5018;16689;2016-08-31;2016-09-08;2016-10-08;108
5019;45534;2013-11-22;2013-11-29;2016-05-02;78
5020;98539;2018-05-11;2018-05-21;2018-12-03;113
5021;15331;2017-11-19;2017-12-23;2018-01-22;86
5022;29550;2014-01-06;2014-01-24;2014-02-23;119
5023;92361;2013-10-26;2013-12-03;2018-03-06;58
5024;32746;2015-10-26;2015-12-08;2017-10-05;97
5025;66934;2016-05-18;2016-06-02;2017-07-01;81
5026;64063;2013-06-02;2013-06-21;2013-08-18;137
5027;21126;2014-05-05;2014-05-16;2016-07-18;97
5028;30676;2016-01-08;2016-01-28;2016-02-17;112
5029;91358;2013-12-14;2013-12-17;2014-01-06;77
5030;15388;2015-05-05;2015-05-17;2018-10-14;72
5031;11192;2016-11-14;2016-11-18;2017-02-25;99
5032;73082;2017-09-14;2017-10-04;2017-11-13;121
5033;13532;2018-09-16;2018-09-24;2018-10-04;96
5034;95572;2013-03-10;2013-03-25;2017-10-21;76
5035;93927;2015-08-12;2015-08-19;2015-09-08;130
5036;13496;2014-04-01;2014-05-10;2015-06-05;108
5037;78716;2018-07-16;2018-08-23;2018-09-12;108
5038;26769;2014-07-28;2014-08-11;2014-09-10;108
5039;43702;2017-12-23;2018-01-11;2018-02-20;88
5040;69704;2017-08-21;2017-09-30;2017-11-09;126
5041;85735;2016-08-08;2016-08-27;2016-09-26;109
5042;62541;2015-11-23;2015-12-02;2015-12-12;82
5043;38942;2017-10-15;2017-10-25;2017-12-04;89
5044;70003;2016-04-20;2016-05-21;2016-06-10;105
5045;83594;2016-10-16;2016-10-27;2016-11-16;125
5046;20855;2014-11-11;2014-11-23;2015-01-02;99
5047;24347;2017-10-01;2017-10-16;2018-07-30;84
5048;64046;2018-01-25;2018-03-05;2018-04-04;71
5049;68130;2014-11-11;2014-12-01;2014-12-21;110
5050;57213;2016-07-05;2016-07-12;2017-08-10;111
5051;68211;2014-03-24;2014-03-29;2017-06-22;72
5052;80562;2015-10-20;2015-11-03;2015-11-13;123
5053;79892;2018-01-26;2018-02-12;2018-03-04;88
5054;30264;2018-07-20;2018-07-24;2018-08-03;114
5055;53047;2015-04-24;2015-05-14;2015-06-13;109
5056;84164;2018-03-20;2018-03-31;2018-07-01;85
5057;68736;2017-09-25;2017-10-12;2017-11-11;107
5058;74311;2014-08-15;2014-08-22;2017-11-26;86
5059;69507;2014-11-14;2014-12-27;2016-12-25;98
5060;35387;2018-09-11;2018-09-25;2018-12-25;115
5061;45361;2015-07-07;2015-07-24;2015-09-02;108
5062;13732;2015-03-01;2015-03-05;2015-08-02;120
5063;77552;2014-07-28;2014-08-05;2014-09-04;120
5064;48736;2013-11-01;2013-11-19;2014-11-17;99
5065;10369;2017-08-30;2017-09-04;2017-12-14;99
5066;29153;2016-08-26;2016-09-08;2016-10-08;107
5067;20706;2015-02-06;2015-02-14;2018-04-07;75
5068;47805;2013-03-23;2013-05-04;2013-06-13;128
5069;60463;2013-01-07;2013-01-26;2013-02-15;124
5070;83865;2013-12-22;2013-12-31;2014-02-09;100
5071;68753;2013-11-12;2013-11-24;2013-12-14;104
5072;74748;2013-07-06;2013-08-17;2013-09-06;125
5073;85543;2014-07-31;2014-09-15;2014-10-15;121
5074;18780;2013-03-13;2013-04-20;2016-08-29;67
5075;83982;2014-06-09;2014-06-28;2014-08-07;123
5076;78837;2013-05-13;2013-05-25;2013-06-04;112
5077;11218;2018-03-26;2018-04-09;2018-09-15;100
5078;55996;2014-02-07;2014-02-19;2016-08-19;98
5079;42271;2018-07-20;2018-08-09;2018-08-19;79
5080;71095;2018-08-06;2018-08-10;2018-09-09;88
5081;91421;2016-08-26;2016-09-15;2016-10-05;124
5082;58629;2013-02-15;2013-02-21;2013-03-03;132
5083;13457;2018-07-03;2018-07-16;2018-08-25;95
5084;41454;2017-02-25;2017-03-14;2017-04-23;108
5085;39463;2014-01-29;2014-02-02;2014-03-14;95
5086;92190;2016-10-15;2016-11-29;2016-12-29;69
5087;73999;2016-06-09;2016-06-21;2016-07-31;119
5088;16554;2013-02-01;2013-03-11;2018-10-23;72
5089;77106;2016-06-12;2016-07-21;2017-11-07;94
5090;11344;2016-05-07;2016-05-19;2016-06-18;119
5091;87855;2015-06-14;2015-07-03;2017-12-18;85
5092;48647;2015-12-23;2016-01-11;2016-01-31;85
5093;37874;2018-02-04;2018-02-13;2018-07-16;104
5094;44077;2014-07-01;2014-08-11;2014-08-31;144
5095;83155;2017-03-24;2017-04-08;2017-05-18;95
5096;38002;2016-07-18;2016-07-25;2016-09-03;87
5097;42448;2017-04-06;2017-05-20;2017-06-09;117
5098;48775;2013-08-08;2013-08-24;2013-09-03;117
5099;32348;2013-10-23;2013-11-09;2017-02-07;75
5100;65936;2017-09-13;2017-10-20;2018-01-24;66
5101;14621;2017-09-09;2017-09-20;2017-10-30;84
5102;33528;2014-05-09;2014-05-16;2014-06-15;105
5103;11908;2013-04-22;2013-05-02;2013-05-22;120
5104;80560;2017-09-15;2017-09-29;2017-10-29;115
5105;72882;2017-12-29;2018-01-14;2018-02-03;105
5106;70031;2013-07-30;2013-08-12;2013-09-11;126
5107;97064;2014-04-14;2014-05-22;2018-11-28;58
5108;13177;2014-09-21;2014-09-28;2014-11-07;105
5109;42558;2018-07-16;2018-07-21;2018-08-30;70
5110;25870;2015-08-18;2015-08-22;2015-09-11;104
5111;66169;2015-08-03;2015-08-20;2015-08-30;96
5112;46271;2016-04-12;2016-05-25;2016-06-04;142
5113;92790;2015-08-19;2015-08-25;2015-09-24;143
5114;17511;2014-09-25;2014-10-08;2014-11-07;120
5115;33796;2017-05-11;2017-05-17;2017-10-19;67
5116;61748;2014-09-11;2014-09-22;2014-10-22;129
5117;67220;2015-03-09;2015-03-16;2016-02-06;107
5118;91679;2013-09-03;2013-09-07;2013-10-07;123
5119;14989;2013-02-02;2013-02-22;2018-01-29;65
5120;60141;2016-12-21;2017-01-30;2017-06-13;80
5121;93158;2016-12-05;2016-12-19;2017-01-28;103
5122;53758;2016-05-02;2016-05-11;2017-06-26;96
5123;18829;2014-07-29;2014-08-10;2014-08-30;119
5124;37931;2013-04-17;2013-04-23;2014-03-23;97
5125;85294;2017-01-26;2017-02-13;2017-03-25;92
5126;43808;2015-02-14;2015-02-25;2015-03-27;149
5127;11729;2016-12-01;2016-12-09;2016-12-29;118
5128;72133;2013-10-14;2013-11-22;2017-07-04;79
5129;25192;2014-08-12;2014-08-19;2014-09-18;110
5130;36310;2015-02-08;2015-02-11;2015-03-03;101
5131;54362;2018-09-17;2018-09-25;2018-10-10;88
